Company ID,Company Description,Location,Location Description,Segment,"""Main"" Dept",Dept Name
77050,"Turtle Creek Solar 2, LLC",T2CM,Turtle Creek 2 Constr Margin,Other,,
75841,Tarboro Solar LLC,TBTX,TAX - Long Farm 46 Solar,Other,,
77050,"Turtle Creek Solar 2, LLC",TCR2,"Turtle Creek Solar 2, LLC",Other,,
75757,"TE Notrees, LLC",TENL,"TE Notrees, LLC",Other,,
77015,"Turtle Creek Solar, LLC",TRMG,Turtle Creek Construction Marg,Other,,
77015,"Turtle Creek Solar, LLC",TRTL,"Turtle Creek Solar, LLC",Other,,
75859,"Texoma Wind Holdings, LLC",TWHD,"Texoma Wind Holdings, LLC",Other,,
75860,"Texoma Wind, LLC",TXWD,"Texoma Wind, LLC",Other,,
75803,"Windsor Cooper Hill Solar, LLC",WCTX,TAX - Windsor Cooper Hill Sola,Other,,
75560,Woodland Solar LLC,WDTX,TAX - Woodland Solar LLC,Other,,
77085,"Magnolia Falls Solar Holdings, LLC",WFHL,"Wildflower Solar Holdings, LLC",Other,,
75845,Wild Jack Solar Holdings LLC,WILD,Wild Jack Solar Holdings LLC,Other,,
75752,"Deriva Energy Wind, LLC",WIND,WIND-DER Wind Allocations,Other,,
75844,Wild Jack Solar LLC,WJRN,Wild Jack Solar LLC,Other,,
77031,Wildflower Solar LLC,WLDM,Wildflower Construction Margin,Other,,
75842,Winton Solar LLC,WNTX,"TAX - Winton Solar, LLC",Other,,
77056,"Pike Solar Energy, LLC",WPSE,"Pike Solar Energy, LLC",Other,,
77057,"Pike Solar Holdings, LLC",WPSH,"Wild Pike Solar Holdings, LLC",Other,,
75734,Washington White Post Solar LLC,WPTX,TAX - Washington White Post,Other,,
77083,"Sunrise Solar Opco Borrower, LLC",WSEH,"Wildflower Solar Energy Holdings, LLC",Other,,
77084,"Magnolia Falls Solar Energy, LLC",WSEL,"Wildflower Solar Energy, LLC",Other,,
75805,"Wind Star Holdings, LLC",WSHO,"Wind Star Holdings, LLC",Other,,
75806,"Wind Star Renewables, LLC",WSRE,"Wind Star Renewables, LLC",Other,,
75976,"Western Vista Solar Holdings, LLC",WVSH,"Western Vista Solar Holdings, LLC",Other,,
75975,"Western Vista Solar, LLC",WVSO,"Western Vista Solar, LLC",Other,,
